,State_Name,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
3732,uttar pradesh,kharif,moong,20,40,20,5.48,579.75,34.01,58.0,19.0,0.3275862068965517
3733,uttar pradesh,kharif,onion,120,60,65,6.12,579.75,34.01,410.0,4221.0,10.295121951219512
3734,uttar pradesh,kharif,rice,80,40,40,5.54,579.75,34.01,142391.0,264382.0,1.8567325182069088
3735,uttar pradesh,kharif,sesamum,30,15,30,6.58,579.75,34.01,1114.0,363.0,0.3258527827648115
3736,uttar pradesh,kharif,soyabean,20,60,20,5.48,579.75,34.01,25.0,26.0,1.04
3737,uttar pradesh,rabi,barley,70,40,45,5.62,75.32000000000001,22.676,7755.0,14923.0,1.924306898774984
3738,uttar pradesh,rabi,rapeseed,50,40,20,5.0,75.32000000000001,22.676,1453.0,701.0,0.4824501032346868
3739,uttar pradesh,rabi,sunflower,50,60,30,5.68,75.32000000000001,22.676,32.0,43.0,1.34375
3740,uttar pradesh,rabi,wheat,60,30,30,6.11,75.32000000000001,22.676,190876.0,398756.0,2.089084012657432
3741,uttar pradesh,summer,moong,20,40,20,5.66,34.81,34.666666666666664,3846.0,1996.0,0.5189807592303692
3742,uttar pradesh,whole year,potato,180,60,90,5.08,689.88,29.03727272727273,12410.0,174956.0,14.097985495568093
3743,uttar pradesh,kharif,jowar,80,40,40,5.32,579.75,34.01,1851.0,1192.0,0.6439762290653701
3744,uttar pradesh,kharif,maize,80,40,20,5.38,579.75,34.01,601.0,543.0,0.903494176372712
3745,uttar pradesh,kharif,moong,20,40,20,5.46,579.75,34.01,5.0,1.0,0.2
3746,uttar pradesh,kharif,rice,80,40,40,5.62,579.75,34.01,110693.0,270417.0,2.4429458050644577
3747,uttar pradesh,kharif,sesamum,30,15,30,6.58,579.75,34.01,24.0,4.0,0.1666666666666666
3748,uttar pradesh,rabi,barley,70,40,45,5.52,75.32000000000001,22.676,874.0,1660.0,1.8993135011441649
3749,uttar pradesh,rabi,rapeseed,50,40,20,4.98,75.32000000000001,22.676,2616.0,1352.0,0.5168195718654435
3750,uttar pradesh,rabi,sunflower,50,60,30,5.36,75.32000000000001,22.676,287.0,388.0,1.3519163763066202
3751,uttar pradesh,rabi,wheat,60,30,30,6.5,75.32000000000001,22.676,108236.0,322887.0,2.9831756532022617
3752,uttar pradesh,summer,maize,80,40,20,5.44,34.81,34.666666666666664,89.0,141.0,1.5842696629213484
3753,uttar pradesh,summer,moong,20,40,20,5.46,34.81,34.666666666666664,1203.0,645.0,0.5361596009975063
3754,uttar pradesh,whole year,potato,180,60,90,4.88,689.88,29.03727272727273,4772.0,50533.0,10.589480301760268
3755,uttar pradesh,kharif,jowar,80,40,40,5.6,579.75,34.01,78.0,84.0,1.0769230769230769
3756,uttar pradesh,kharif,maize,80,40,20,5.48,579.75,34.01,5749.0,10089.0,1.7549138980692294
3757,uttar pradesh,kharif,moong,20,40,20,5.5,579.75,34.01,37.0,11.0,0.2972972972972973
3758,uttar pradesh,kharif,rice,80,40,40,5.5,579.75,34.01,31690.0,76136.0,2.4025244556642478
3759,uttar pradesh,kharif,sesamum,30,15,30,6.44,579.75,34.01,12.0,1.0,0.0833333333333333
3760,uttar pradesh,rabi,barley,70,40,45,5.66,75.32000000000001,22.676,77.0,185.0,2.4025974025974026
3761,uttar pradesh,rabi,rapeseed,50,40,20,5.02,75.32000000000001,22.676,2288.0,1592.0,0.6958041958041958
3762,uttar pradesh,rabi,sunflower,50,60,30,5.62,75.32000000000001,22.676,39.0,51.0,1.3076923076923077
3763,uttar pradesh,rabi,wheat,60,30,30,6.11,75.32000000000001,22.676,101429.0,284513.0,2.8050458941722782
3764,uttar pradesh,summer,maize,80,40,20,5.68,34.81,34.666666666666664,180.0,284.0,1.5777777777777775
3765,uttar pradesh,summer,moong,20,40,20,5.64,34.81,34.666666666666664,8.0,3.0,0.375
3766,uttar pradesh,summer,rice,80,40,40,5.62,34.81,34.666666666666664,2.0,5.0,2.5
3767,uttar pradesh,whole year,potato,180,60,90,4.86,689.88,29.03727272727273,3851.0,50819.0,13.196312646065955
3768,uttar pradesh,kharif,jowar,80,40,40,5.5,579.75,34.01,2487.0,2972.0,1.1950140731805388
3769,uttar pradesh,kharif,maize,80,40,20,5.62,579.75,34.01,14135.0,30099.0,2.129395118500177
3770,uttar pradesh,kharif,moong,20,40,20,5.58,579.75,34.01,19.0,8.0,0.4210526315789473
3771,uttar pradesh,kharif,rice,80,40,40,5.36,579.75,34.01,41064.0,94537.0,2.302186830313657
3772,uttar pradesh,kharif,sesamum,30,15,30,6.34,579.75,34.01,16.0,3.0,0.1875
3773,uttar pradesh,rabi,barley,70,40,45,5.4,75.32000000000001,22.676,4216.0,8891.0,2.1088709677419355
3774,uttar pradesh,rabi,rapeseed,50,40,20,5.04,75.32000000000001,22.676,18674.0,9468.0,0.5070151012102388
3775,uttar pradesh,rabi,sunflower,50,60,30,5.52,75.32000000000001,22.676,122.0,185.0,1.5163934426229508
3776,uttar pradesh,rabi,wheat,60,30,30,6.7,75.32000000000001,22.676,80275.0,210195.0,2.6184366241046404
3777,uttar pradesh,summer,maize,80,40,20,5.64,34.81,34.666666666666664,127.0,201.0,1.5826771653543308
3778,uttar pradesh,summer,moong,20,40,20,5.32,34.81,34.666666666666664,1065.0,637.0,0.5981220657276995
3779,uttar pradesh,whole year,potato,180,60,90,5.12,689.88,29.03727272727273,2858.0,39128.0,13.690692792162352
3780,uttar pradesh,kharif,jowar,80,40,40,5.54,579.75,34.01,14.0,9.0,0.6428571428571429
3781,uttar pradesh,kharif,maize,80,40,20,5.36,579.75,34.01,8799.0,9045.0,1.0279577224684624
3782,uttar pradesh,kharif,moong,20,40,20,5.68,579.75,34.01,10.0,3.0,0.3
3783,uttar pradesh,kharif,onion,120,60,65,6.06,579.75,34.01,768.0,7593.0,9.88671875
3784,uttar pradesh,kharif,rice,80,40,40,5.32,579.75,34.01,202707.0,419064.0,2.0673385724222646
3785,uttar pradesh,kharif,sesamum,30,15,30,6.56,579.75,34.01,175.0,26.0,0.1485714285714285
3786,uttar pradesh,rabi,barley,70,40,45,5.48,75.32000000000001,22.676,4826.0,7810.0,1.61831744716121
3787,uttar pradesh,rabi,rapeseed,50,40,20,4.92,75.32000000000001,22.676,789.0,458.0,0.5804816223067174
3788,uttar pradesh,rabi,sunflower,50,60,30,5.56,75.32000000000001,22.676,30.0,41.0,1.3666666666666667
3789,uttar pradesh,rabi,wheat,60,30,30,6.6,75.32000000000001,22.676,208030.0,486525.0,2.3387251838677114
3790,uttar pradesh,summer,maize,80,40,20,5.36,34.81,34.666666666666664,163.0,257.0,1.5766871165644172
3791,uttar pradesh,summer,moong,20,40,20,5.46,34.81,34.666666666666664,217.0,116.0,0.5345622119815668
3792,uttar pradesh,whole year,potato,180,60,90,5.0,689.88,29.03727272727273,5599.0,77910.0,13.914984818717627
3793,uttar pradesh,kharif,jowar,80,40,40,5.64,579.75,34.01,36.0,28.0,0.7777777777777778
3794,uttar pradesh,kharif,maize,80,40,20,5.46,579.75,34.01,3314.0,4958.0,1.496077248038624
3795,uttar pradesh,kharif,moong,20,40,20,5.66,579.75,34.01,1.0,1.0,1.0
3796,uttar pradesh,kharif,rice,80,40,40,5.48,579.75,34.01,3307.0,9518.0,2.8781372845479285
3797,uttar pradesh,rabi,barley,70,40,45,5.64,75.32000000000001,22.676,279.0,875.0,3.1362007168458783
3798,uttar pradesh,rabi,rapeseed,50,40,20,5.12,75.32000000000001,22.676,1220.0,1351.0,1.107377049180328
3799,uttar pradesh,rabi,sunflower,50,60,30,5.64,75.32000000000001,22.676,3.0,4.0,1.3333333333333333
3800,uttar pradesh,rabi,wheat,60,30,30,6.8,75.32000000000001,22.676,55006.0,189669.0,3.448151110787914
3801,uttar pradesh,summer,maize,80,40,20,5.54,34.81,34.666666666666664,6.0,9.0,1.5
3802,uttar pradesh,summer,moong,20,40,20,5.66,34.81,34.666666666666664,146.0,69.0,0.4726027397260274
3803,uttar pradesh,summer,rice,80,40,40,5.36,34.81,34.666666666666664,4.0,12.0,3.0
3804,uttar pradesh,whole year,potato,180,60,90,4.92,689.88,29.03727272727273,386.0,5606.0,14.523316062176166
3805,uttar pradesh,kharif,jowar,80,40,40,5.68,579.75,34.01,347.0,394.0,1.1354466858789625
3806,uttar pradesh,kharif,maize,80,40,20,5.32,579.75,34.01,71653.0,71653.0,1.0
3807,uttar pradesh,kharif,moong,20,40,20,5.34,579.75,34.01,31.0,9.0,0.2903225806451613
3808,uttar pradesh,kharif,onion,120,60,65,5.84,579.75,34.01,397.0,4087.0,10.29471032745592
3809,uttar pradesh,kharif,rice,80,40,40,5.6,579.75,34.01,123564.0,202315.0,1.6373296429380726
3810,uttar pradesh,kharif,sesamum,30,15,30,6.32,579.75,34.01,546.0,86.0,0.1575091575091575
3811,uttar pradesh,kharif,soyabean,20,60,20,5.52,579.75,34.01,32.0,33.0,1.03125
3812,uttar pradesh,rabi,barley,70,40,45,5.56,75.32000000000001,22.676,1349.0,2776.0,2.057820607857672
3813,uttar pradesh,rabi,rapeseed,50,40,20,5.1,75.32000000000001,22.676,8605.0,3552.0,0.4127832655432888
3814,uttar pradesh,rabi,sunflower,50,60,30,5.5,75.32000000000001,22.676,134.0,181.0,1.3507462686567164
3815,uttar pradesh,rabi,wheat,60,30,30,6.3,75.32000000000001,22.676,121154.0,262266.0,2.164732489228585
3816,uttar pradesh,summer,maize,80,40,20,5.42,34.81,34.666666666666664,242.0,382.0,1.578512396694215
3817,uttar pradesh,summer,moong,20,40,20,5.38,34.81,34.666666666666664,33.0,14.0,0.4242424242424242
3818,uttar pradesh,summer,rice,80,40,40,5.42,34.81,34.666666666666664,4.0,7.0,1.75
3819,uttar pradesh,whole year,potato,180,60,90,4.92,689.88,29.03727272727273,1716.0,16139.0,9.405011655011656
3820,uttar pradesh,kharif,jowar,80,40,40,5.6,579.75,34.01,1606.0,927.0,0.5772104607721046
3821,uttar pradesh,kharif,maize,80,40,20,5.52,579.75,34.01,22549.0,23180.0,1.02798350259435
3822,uttar pradesh,kharif,moong,20,40,20,5.54,579.75,34.01,82.0,24.0,0.2926829268292683
3823,uttar pradesh,kharif,onion,120,60,65,5.84,579.75,34.01,583.0,5764.0,9.88679245283019
3824,uttar pradesh,kharif,rice,80,40,40,5.4,579.75,34.01,112791.0,213555.0,1.893369151794026
3825,uttar pradesh,rabi,barley,70,40,45,5.36,75.32000000000001,22.676,7669.0,12411.0,1.6183335506584953
3826,uttar pradesh,rabi,rapeseed,50,40,20,5.16,75.32000000000001,22.676,898.0,521.0,0.5801781737193764
3827,uttar pradesh,rabi,sunflower,50,60,30,5.48,75.32000000000001,22.676,27.0,36.0,1.3333333333333333
3828,uttar pradesh,rabi,wheat,60,30,30,7.0,75.32000000000001,22.676,130162.0,323175.0,2.4828675035724714
3829,uttar pradesh,summer,maize,80,40,20,5.42,34.81,34.666666666666664,223.0,352.0,1.5784753363228698
3830,uttar pradesh,summer,moong,20,40,20,5.32,34.81,34.666666666666664,494.0,265.0,0.5364372469635628
3831,uttar pradesh,whole year,potato,180,60,90,5.04,689.88,29.03727272727273,7082.0,97832.0,13.814176786218582
3832,uttar pradesh,kharif,maize,80,40,20,5.6,579.75,34.01,11460.0,9810.0,0.856020942408377
3833,uttar pradesh,kharif,moong,20,40,20,5.68,579.75,34.01,542.0,156.0,0.2878228782287823
3834,uttar pradesh,kharif,rice,80,40,40,5.5,579.75,34.01,81826.0,160619.0,1.962933541905996
3835,uttar pradesh,kharif,sesamum,30,15,30,6.32,579.75,34.01,58.0,9.0,0.1551724137931034
3836,uttar pradesh,rabi,barley,70,40,45,5.58,75.32000000000001,22.676,553.0,1138.0,2.057866184448463
3837,uttar pradesh,rabi,rapeseed,50,40,20,4.82,75.32000000000001,22.676,12920.0,7283.0,0.5636996904024768
3838,uttar pradesh,rabi,wheat,60,30,30,6.3,75.32000000000001,22.676,85055.0,184472.0,2.16885544647581
3839,uttar pradesh,summer,maize,80,40,20,5.4,34.81,34.666666666666664,60.0,95.0,1.5833333333333333
3840,uttar pradesh,summer,moong,20,40,20,5.56,34.81,34.666666666666664,16.0,7.0,0.4375
3841,uttar pradesh,summer,rice,80,40,40,5.32,34.81,34.666666666666664,5.0,10.0,2.0
3842,uttar pradesh,whole year,potato,180,60,90,4.98,689.88,29.03727272727273,1825.0,17164.0,9.404931506849316
3843,uttar pradesh,kharif,jowar,80,40,40,5.68,579.75,34.01,42138.0,18558.0,0.4404100811618966
3844,uttar pradesh,kharif,maize,80,40,20,5.52,579.75,34.01,9.0,14.0,1.5555555555555556
3845,uttar pradesh,kharif,moong,20,40,20,5.52,579.75,34.01,1288.0,358.0,0.2779503105590062
3846,uttar pradesh,kharif,onion,120,60,65,5.96,579.75,34.01,131.0,1349.0,10.297709923664122
3847,uttar pradesh,kharif,rice,80,40,40,5.46,579.75,34.01,59411.0,71202.0,1.1984649307367323
3848,uttar pradesh,kharif,sesamum,30,15,30,6.34,579.75,34.01,1443.0,194.0,0.1344421344421344
3849,uttar pradesh,kharif,soyabean,20,60,20,5.52,579.75,34.01,2338.0,1887.0,0.8071000855431993
3850,uttar pradesh,rabi,barley,70,40,45,5.62,75.32000000000001,22.676,2473.0,4431.0,1.7917509098261222
3851,uttar pradesh,rabi,rapeseed,50,40,20,5.04,75.32000000000001,22.676,2450.0,1009.0,0.4118367346938775
3852,uttar pradesh,rabi,wheat,60,30,30,6.3,75.32000000000001,22.676,142754.0,182185.0,1.2762164282612043
3853,uttar pradesh,summer,moong,20,40,20,5.68,34.81,34.666666666666664,7.0,3.0,0.4285714285714285
3854,uttar pradesh,whole year,potato,180,60,90,4.82,689.88,29.03727272727273,110.0,1614.0,14.672727272727272
3855,uttar pradesh,kharif,jowar,80,40,40,5.56,579.75,34.01,5389.0,3472.0,0.6442753757654481
3856,uttar pradesh,kharif,maize,80,40,20,5.4,579.75,34.01,6310.0,5698.0,0.9030110935023772
3857,uttar pradesh,kharif,moong,20,40,20,5.34,579.75,34.01,20.0,6.0,0.3
3858,uttar pradesh,kharif,onion,120,60,65,6.02,579.75,34.01,605.0,5982.0,9.887603305785124
3859,uttar pradesh,kharif,rice,80,40,40,5.54,579.75,34.01,139476.0,276910.0,1.985359488370759
3860,uttar pradesh,kharif,sesamum,30,15,30,6.48,579.75,34.01,655.0,103.0,0.1572519083969465
3861,uttar pradesh,rabi,barley,70,40,45,5.36,75.32000000000001,22.676,690.0,1310.0,1.8985507246376807
3862,uttar pradesh,rabi,rapeseed,50,40,20,4.96,75.32000000000001,22.676,10257.0,5302.0,0.5169152773715512
3863,uttar pradesh,rabi,sunflower,50,60,30,5.38,75.32000000000001,22.676,17.0,23.0,1.3529411764705883
3864,uttar pradesh,rabi,wheat,60,30,30,6.3,75.32000000000001,22.676,127222.0,295110.0,2.319645973180739
3865,uttar pradesh,summer,maize,80,40,20,5.54,34.81,34.666666666666664,523.0,826.0,1.5793499043977055
3866,uttar pradesh,summer,moong,20,40,20,5.54,34.81,34.666666666666664,95.0,51.0,0.5368421052631579
3867,uttar pradesh,summer,rice,80,40,40,5.42,34.81,34.666666666666664,15.0,30.0,2.0
3868,uttar pradesh,whole year,potato,180,60,90,5.14,689.88,29.03727272727273,14417.0,166026.0,11.515988069640008
3869,uttar pradesh,kharif,jowar,80,40,40,5.34,579.75,34.01,3596.0,3269.0,0.9090656284760844
3870,uttar pradesh,kharif,maize,80,40,20,5.68,579.75,34.01,488.0,639.0,1.3094262295081966
3871,uttar pradesh,kharif,moong,20,40,20,5.66,579.75,34.01,18.0,5.0,0.2777777777777778
3872,uttar pradesh,kharif,onion,120,60,65,5.98,579.75,34.01,528.0,7180.0,13.598484848484848
3873,uttar pradesh,kharif,rice,80,40,40,5.64,579.75,34.01,162862.0,376411.0,2.311226682712972
3874,uttar pradesh,kharif,sesamum,30,15,30,6.38,579.75,34.01,2108.0,266.0,0.1261859582542694
3875,uttar pradesh,kharif,soyabean,20,60,20,5.44,579.75,34.01,7.0,7.0,1.0
3876,uttar pradesh,rabi,barley,70,40,45,5.5,75.32000000000001,22.676,405.0,722.0,1.782716049382716
3877,uttar pradesh,rabi,rapeseed,50,40,20,4.86,75.32000000000001,22.676,11705.0,11051.0,0.9441264416915848
3878,uttar pradesh,rabi,sunflower,50,60,30,5.44,75.32000000000001,22.676,495.0,692.0,1.397979797979798
3879,uttar pradesh,rabi,wheat,60,30,30,6.12,75.32000000000001,22.676,182990.0,450186.0,2.460167222252582
3880,uttar pradesh,summer,maize,80,40,20,5.34,34.81,34.666666666666664,37.0,58.0,1.5675675675675675
3881,uttar pradesh,summer,moong,20,40,20,5.64,34.81,34.666666666666664,22.0,10.0,0.4545454545454545
3882,uttar pradesh,summer,rice,80,40,40,5.4,34.81,34.666666666666664,336.0,776.0,2.3095238095238093
3883,uttar pradesh,whole year,potato,180,60,90,5.18,689.88,29.03727272727273,5353.0,68587.0,12.81281524378853
3884,uttar pradesh,kharif,maize,80,40,20,5.44,579.75,34.01,5624.0,7182.0,1.277027027027027
3885,uttar pradesh,kharif,onion,120,60,65,5.9,579.75,34.01,221.0,2275.0,10.294117647058824
3886,uttar pradesh,kharif,rice,80,40,40,5.52,579.75,34.01,115757.0,205182.0,1.7725234759021051
3887,uttar pradesh,kharif,sesamum,30,15,30,6.62,579.75,34.01,308.0,46.0,0.1493506493506493
3888,uttar pradesh,rabi,barley,70,40,45,5.52,75.32000000000001,22.676,140.0,386.0,2.757142857142857
3889,uttar pradesh,rabi,rapeseed,50,40,20,5.02,75.32000000000001,22.676,2578.0,2115.0,0.8204034134988363
3890,uttar pradesh,rabi,sunflower,50,60,30,5.42,75.32000000000001,22.676,79.0,107.0,1.3544303797468351
3891,uttar pradesh,rabi,wheat,60,30,30,6.6,75.32000000000001,22.676,108890.0,264588.0,2.429865001377537
3892,uttar pradesh,summer,maize,80,40,20,5.46,34.81,34.666666666666664,112.0,177.0,1.5803571428571428
3893,uttar pradesh,summer,moong,20,40,20,5.64,34.81,34.666666666666664,80.0,34.0,0.425
3894,uttar pradesh,summer,rice,80,40,40,5.52,34.81,34.666666666666664,72.0,128.0,1.7777777777777777
3895,uttar pradesh,whole year,potato,180,60,90,5.12,689.88,29.03727272727273,3549.0,30816.0,8.683009298393914
3896,uttar pradesh,kharif,jowar,80,40,40,5.48,579.75,34.01,49.0,53.0,1.0816326530612246
3897,uttar pradesh,kharif,maize,80,40,20,5.44,579.75,34.01,296.0,520.0,1.7567567567567568
3898,uttar pradesh,kharif,moong,20,40,20,5.4,579.75,34.01,25.0,7.0,0.28
3899,uttar pradesh,kharif,onion,120,60,65,6.12,579.75,34.01,163.0,1612.0,9.88957055214724
3900,uttar pradesh,kharif,rice,80,40,40,5.42,579.75,34.01,62687.0,186400.0,2.9735032781916506
3901,uttar pradesh,kharif,sesamum,30,15,30,6.56,579.75,34.01,647.0,87.0,0.1344667697063369
3902,uttar pradesh,kharif,soyabean,20,60,20,5.32,579.75,34.01,9.0,9.0,1.0
3903,uttar pradesh,rabi,barley,70,40,45,5.52,75.32000000000001,22.676,58.0,139.0,2.396551724137931
3904,uttar pradesh,rabi,rapeseed,50,40,20,5.08,75.32000000000001,22.676,1118.0,778.0,0.6958855098389982
3905,uttar pradesh,rabi,sunflower,50,60,30,5.46,75.32000000000001,22.676,114.0,149.0,1.3070175438596492
3906,uttar pradesh,rabi,wheat,60,30,30,6.7,75.32000000000001,22.676,114073.0,310899.0,2.7254389732890343
3907,uttar pradesh,summer,moong,20,40,20,5.5,34.81,34.666666666666664,136.0,58.0,0.4264705882352941
3908,uttar pradesh,summer,rice,80,40,40,5.54,34.81,34.666666666666664,6.0,18.0,3.0
3909,uttar pradesh,whole year,potato,180,60,90,4.86,689.88,29.03727272727273,1163.0,15347.0,13.19604471195185
3910,uttar pradesh,kharif,jowar,80,40,40,5.52,579.75,34.01,5164.0,5435.0,1.052478698683191
3911,uttar pradesh,kharif,maize,80,40,20,5.46,579.75,34.01,18097.0,23689.0,1.3090014919599933
3912,uttar pradesh,kharif,moong,20,40,20,5.32,579.75,34.01,93.0,27.0,0.2903225806451613
3913,uttar pradesh,kharif,onion,120,60,65,6.06,579.75,34.01,2118.0,28798.0,13.596789423984893
3914,uttar pradesh,kharif,rice,80,40,40,5.52,579.75,34.01,75479.0,141053.0,1.8687714463625644
3915,uttar pradesh,kharif,sesamum,30,15,30,6.42,579.75,34.01,1127.0,142.0,0.1259982253771073
3916,uttar pradesh,rabi,barley,70,40,45,5.56,75.32000000000001,22.676,2286.0,4073.0,1.7817147856517934
3917,uttar pradesh,rabi,rapeseed,50,40,20,4.94,75.32000000000001,22.676,22673.0,16736.0,0.7381466943060028
3918,uttar pradesh,rabi,sunflower,50,60,30,5.46,75.32000000000001,22.676,1979.0,2769.0,1.399191510864073
3919,uttar pradesh,rabi,wheat,60,30,30,6.6,75.32000000000001,22.676,268465.0,721587.0,2.6878252286145305
3920,uttar pradesh,summer,maize,80,40,20,5.54,34.81,34.666666666666664,113.0,178.0,1.575221238938053
3921,uttar pradesh,summer,moong,20,40,20,5.38,34.81,34.666666666666664,125.0,53.0,0.424
3922,uttar pradesh,summer,rice,80,40,40,5.38,34.81,34.666666666666664,26.0,49.0,1.8846153846153848
3923,uttar pradesh,whole year,potato,180,60,90,4.92,689.88,29.03727272727273,17190.0,244614.0,14.23001745200698
3924,uttar pradesh,kharif,jowar,80,40,40,5.4,579.75,34.01,487.0,386.0,0.7926078028747433
3925,uttar pradesh,kharif,maize,80,40,20,5.36,579.75,34.01,100209.0,214748.0,2.1430011276432257
3926,uttar pradesh,kharif,moong,20,40,20,5.38,579.75,34.01,444.0,196.0,0.4414414414414414
3927,uttar pradesh,kharif,onion,120,60,65,5.98,579.75,34.01,591.0,5843.0,9.88663282571912
3928,uttar pradesh,kharif,rice,80,40,40,5.44,579.75,34.01,14777.0,42533.0,2.878324423089937
3929,uttar pradesh,kharif,sesamum,30,15,30,6.52,579.75,34.01,33.0,5.0,0.1515151515151515
3930,uttar pradesh,rabi,barley,70,40,45,5.48,75.32000000000001,22.676,15626.0,51063.0,3.2678228593370022
3931,uttar pradesh,rabi,rapeseed,50,40,20,5.12,75.32000000000001,22.676,11958.0,11001.0,0.9199698946312092
3932,uttar pradesh,rabi,sunflower,50,60,30,5.4,75.32000000000001,22.676,327.0,442.0,1.3516819571865444
3933,uttar pradesh,rabi,wheat,60,30,30,6.12,75.32000000000001,22.676,170933.0,610783.0,3.573230447017252
3934,uttar pradesh,summer,maize,80,40,20,5.32,34.81,34.666666666666664,192.0,303.0,1.578125
3935,uttar pradesh,summer,moong,20,40,20,5.36,34.81,34.666666666666664,2795.0,1683.0,0.6021466905187836
3936,uttar pradesh,whole year,potato,180,60,90,5.02,689.88,29.03727272727273,5764.0,83706.0,14.522206800832755
3937,uttar pradesh,kharif,jowar,80,40,40,5.52,579.75,34.01,958.0,929.0,0.9697286012526096
3938,uttar pradesh,kharif,maize,80,40,20,5.32,579.75,34.01,137.0,193.0,1.4087591240875912
3939,uttar pradesh,kharif,moong,20,40,20,5.36,579.75,34.01,47.0,16.0,0.3404255319148936
3940,uttar pradesh,kharif,rice,80,40,40,5.42,579.75,34.01,102240.0,314455.0,3.075655320813772
3941,uttar pradesh,kharif,sesamum,30,15,30,6.62,579.75,34.01,43.0,7.0,0.1627906976744186
3942,uttar pradesh,rabi,barley,70,40,45,5.32,75.32000000000001,22.676,872.0,1062.0,1.2178899082568808
3943,uttar pradesh,rabi,rapeseed,50,40,20,5.02,75.32000000000001,22.676,375.0,332.0,0.8853333333333333
3944,uttar pradesh,rabi,wheat,60,30,30,6.8,75.32000000000001,22.676,88884.0,173762.0,1.9549300211511635
3945,uttar pradesh,summer,moong,20,40,20,5.34,34.81,34.666666666666664,41.0,22.0,0.5365853658536586
3946,uttar pradesh,whole year,potato,180,60,90,5.18,689.88,29.03727272727273,873.0,14332.0,16.416953035509735
3947,uttar pradesh,kharif,jowar,80,40,40,5.68,579.75,34.01,29457.0,19907.0,0.675798621719795
3948,uttar pradesh,kharif,maize,80,40,20,5.46,579.75,34.01,6.0,9.0,1.5
3949,uttar pradesh,kharif,moong,20,40,20,5.56,579.75,34.01,607.0,168.0,0.2767710049423393
3950,uttar pradesh,kharif,rice,80,40,40,5.52,579.75,34.01,14170.0,11661.0,0.8229357798165138
3951,uttar pradesh,kharif,sesamum,30,15,30,6.54,579.75,34.01,557.0,75.0,0.1346499102333931
3952,uttar pradesh,kharif,soyabean,20,60,20,5.68,579.75,34.01,100.0,81.0,0.81
3953,uttar pradesh,rabi,barley,70,40,45,5.58,75.32000000000001,22.676,5481.0,9820.0,1.791643860609378
3954,uttar pradesh,rabi,rapeseed,50,40,20,5.12,75.32000000000001,22.676,1985.0,817.0,0.4115869017632241
3955,uttar pradesh,rabi,sunflower,50,60,30,5.48,75.32000000000001,22.676,1.0,1.0,1.0
3956,uttar pradesh,rabi,wheat,60,30,30,6.12,75.32000000000001,22.676,48096.0,78820.0,1.6388057218895542
3957,uttar pradesh,summer,moong,20,40,20,5.66,34.81,34.666666666666664,2.0,1.0,0.5
3958,uttar pradesh,whole year,potato,180,60,90,5.02,689.88,29.03727272727273,323.0,4738.0,14.6687306501548
3959,uttar pradesh,kharif,jowar,80,40,40,5.58,579.75,34.01,193.0,191.0,0.9896373056994818
3960,uttar pradesh,kharif,maize,80,40,20,5.34,579.75,34.01,5553.0,8457.0,1.522960561858455
3961,uttar pradesh,kharif,moong,20,40,20,5.46,579.75,34.01,14.0,4.0,0.2857142857142857
3962,uttar pradesh,kharif,onion,120,60,65,5.84,579.75,34.01,317.0,3264.0,10.29652996845426
3963,uttar pradesh,kharif,rice,80,40,40,5.46,579.75,34.01,121281.0,234686.0,1.9350599022105688
3964,uttar pradesh,kharif,sesamum,30,15,30,6.56,579.75,34.01,277.0,42.0,0.151624548736462
3965,uttar pradesh,rabi,barley,70,40,45,5.44,75.32000000000001,22.676,1366.0,3419.0,2.5029282576866763
3966,uttar pradesh,rabi,rapeseed,50,40,20,4.96,75.32000000000001,22.676,1498.0,963.0,0.6428571428571429
3967,uttar pradesh,rabi,sunflower,50,60,30,5.36,75.32000000000001,22.676,8.0,11.0,1.375
3968,uttar pradesh,rabi,wheat,60,30,30,6.5,75.32000000000001,22.676,130934.0,301647.0,2.3038095529045166
3969,uttar pradesh,summer,maize,80,40,20,5.42,34.81,34.666666666666664,101.0,159.0,1.5742574257425743
3970,uttar pradesh,summer,moong,20,40,20,5.56,34.81,34.666666666666664,454.0,193.0,0.4251101321585903
3971,uttar pradesh,summer,rice,80,40,40,5.34,34.81,34.666666666666664,8.0,15.0,1.875
3972,uttar pradesh,whole year,potato,180,60,90,5.06,689.88,29.03727272727273,2284.0,19546.0,8.557793345008756
3973,uttar pradesh,kharif,jowar,80,40,40,5.6,579.75,34.01,538.0,301.0,0.5594795539033457
3974,uttar pradesh,kharif,maize,80,40,20,5.68,579.75,34.01,59793.0,110557.0,1.848995701838008
3975,uttar pradesh,kharif,moong,20,40,20,5.44,579.75,34.01,79.0,23.0,0.2911392405063291
3976,uttar pradesh,kharif,onion,120,60,65,6.04,579.75,34.01,723.0,7148.0,9.8865836791148
3977,uttar pradesh,kharif,rice,80,40,40,5.32,579.75,34.01,38760.0,71267.0,1.838673890608875
3978,uttar pradesh,kharif,sesamum,30,15,30,6.52,579.75,34.01,689.0,160.0,0.2322206095791001
3979,uttar pradesh,rabi,barley,70,40,45,5.58,75.32000000000001,22.676,16574.0,41843.0,2.5246168697960663
3980,uttar pradesh,rabi,rapeseed,50,40,20,4.96,75.32000000000001,22.676,26045.0,19976.0,0.7669802265310041
