State_Name,Crop_Type,Crop,rainfall,Area_in_hectares,Production_in_tons,Yield_ton_per_hec
uttar pradesh,whole year,Potato,689.88,1699.0,45160.0,26.580341377280753
uttar pradesh,whole year,Sugarcane,689.88,2322.0,121332.0,52.253229974160206
uttar pradesh,whole year,Turmeric,689.88,22.0,34.0,1.5454545454545454
uttar pradesh,kharif,Arhar/Tur,579.75,5681.0,4898.0,0.8621721527900018
uttar pradesh,kharif,Bajra,579.75,12.0,25.0,2.0833333333333335
uttar pradesh,kharif,Groundnut,579.75,305.0,254.0,0.8327868852459016
uttar pradesh,kharif,Jowar,579.75,11.0,11.0,1.0
uttar pradesh,kharif,Maize,579.75,1529.0,2158.0,1.4113799869195554
uttar pradesh,kharif,Rice,579.75,165261.0,339177.0,2.052371702942618
uttar pradesh,kharif,Small millets,579.75,21.0,18.0,0.8571428571428571
uttar pradesh,kharif,Sunflower,579.75,21.0,27.0,1.2857142857142858
uttar pradesh,kharif,Urad,579.75,492.0,204.0,0.4146341463414634
uttar pradesh,rabi,Barley,75.32000000000001,1002.0,2665.0,2.6596806387225547
uttar pradesh,rabi,Gram,75.32000000000001,5217.0,4867.0,0.9329116350392946
uttar pradesh,rabi,Linseed,75.32000000000001,1451.0,670.0,0.461750516884907
uttar pradesh,rabi,Maize,75.32000000000001,25.0,36.0,1.44
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,6314.0,7243.0,1.1471333544504276
uttar pradesh,rabi,Wheat,75.32000000000001,128653.0,377736.0,2.936083884557686
uttar pradesh,summer,Moong(Green Gram),34.81,15.0,8.0,0.5333333333333333
uttar pradesh,summer,Rice,34.81,53.0,109.0,2.056603773584906
uttar pradesh,whole year,Onion,689.88,377.0,5314.0,14.095490716180372
uttar pradesh,whole year,Peas & beans (Pulses),689.88,5808.0,8300.0,1.4290633608815426
uttar pradesh,whole year,Potato,689.88,2829.0,43804.0,15.483916578296217
uttar pradesh,whole year,Sugarcane,689.88,3227.0,177834.0,55.10814998450573
uttar pradesh,kharif,Arhar/Tur,579.75,14353.0,23171.0,1.6143663345642025
uttar pradesh,kharif,Bajra,579.75,3549.0,3862.0,1.0881938574246266
uttar pradesh,kharif,Cotton(lint),579.75,11.0,12.0,1.0909090909090908
uttar pradesh,kharif,Groundnut,579.75,4687.0,4739.0,1.011094516748453
uttar pradesh,kharif,Jowar,579.75,11201.0,12646.0,1.129006338719757
uttar pradesh,kharif,Maize,579.75,20456.0,22543.0,1.1020238560813453
uttar pradesh,kharif,Rice,579.75,156206.0,320394.0,2.0510991895317723
uttar pradesh,kharif,Small millets,579.75,1388.0,847.0,0.6102305475504323
uttar pradesh,kharif,Soyabean,579.75,5.0,4.0,0.8
uttar pradesh,kharif,Sunflower,579.75,19.0,27.0,1.4210526315789473
uttar pradesh,kharif,Urad,579.75,6196.0,2788.0,0.4499677211103938
uttar pradesh,rabi,Barley,75.32000000000001,5803.0,9393.0,1.6186455281750818
uttar pradesh,rabi,Gram,75.32000000000001,3076.0,2798.0,0.9096228868660599
uttar pradesh,rabi,Linseed,75.32000000000001,279.0,122.0,0.43727598566308246
uttar pradesh,rabi,Maize,75.32000000000001,37.0,54.0,1.4594594594594594
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,14377.0,8798.0,0.6119496417889685
uttar pradesh,rabi,Wheat,75.32000000000001,198814.0,481591.0,2.4223193537678434
uttar pradesh,summer,Moong(Green Gram),34.81,10.0,7.0,0.7
uttar pradesh,summer,Urad,34.81,4105.0,1609.0,0.39196102314250914
uttar pradesh,whole year,Onion,689.88,290.0,4157.0,14.33448275862069
uttar pradesh,whole year,Peas & beans (Pulses),689.88,2449.0,3037.0,1.24009799918334
uttar pradesh,whole year,Potato,689.88,4759.0,88283.0,18.55074595503257
uttar pradesh,whole year,Sugarcane,689.88,95830.0,5249951.0,54.78400292184076
uttar pradesh,whole year,Tobacco,689.88,686.0,3720.0,5.422740524781341
uttar pradesh,whole year,Turmeric,689.88,109.0,170.0,1.5596330275229358
uttar pradesh,kharif,Arhar/Tur,579.75,12621.0,10516.0,0.8332144837968465
uttar pradesh,kharif,Bajra,579.75,138.0,187.0,1.355072463768116
uttar pradesh,kharif,Groundnut,579.75,306.0,357.0,1.1666666666666667
uttar pradesh,kharif,Jowar,579.75,3250.0,3113.0,0.9578461538461538
uttar pradesh,kharif,Maize,579.75,15907.0,13028.0,0.8190104985226629
uttar pradesh,kharif,Moong(Green Gram),579.75,96.0,27.0,0.28125
uttar pradesh,kharif,Rice,579.75,85193.0,174875.0,2.052692122592232
uttar pradesh,kharif,Small millets,579.75,17906.0,9958.0,0.5561264380654529
uttar pradesh,kharif,Urad,579.75,3309.0,1797.0,0.543064369900272
uttar pradesh,rabi,Barley,75.32000000000001,18000.0,18663.0,1.0368333333333333
uttar pradesh,rabi,Gram,75.32000000000001,14733.0,9979.0,0.6773230163578362
uttar pradesh,rabi,Linseed,75.32000000000001,9135.0,3015.0,0.33004926108374383
uttar pradesh,rabi,Maize,75.32000000000001,1.0,2.0,2.0
uttar pradesh,rabi,Ragi,75.32000000000001,141.0,239.0,1.6950354609929077
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,4947.0,1841.0,0.37214473418233274
uttar pradesh,rabi,Wheat,75.32000000000001,58876.0,80314.0,1.3641212038861337
uttar pradesh,whole year,Moth,689.88,14.0,6.0,0.42857142857142855
uttar pradesh,whole year,Onion,689.88,341.0,4807.0,14.096774193548388
uttar pradesh,whole year,Peas & beans (Pulses),689.88,2498.0,2590.0,1.0368294635708566
uttar pradesh,whole year,Potato,689.88,835.0,17464.0,20.91497005988024
uttar pradesh,whole year,Sugarcane,689.88,357.0,11175.0,31.30252100840336
uttar pradesh,kharif,Arhar/Tur,579.75,10699.0,21186.0,1.9801850640246752
uttar pradesh,kharif,Bajra,579.75,564.0,861.0,1.5265957446808511
uttar pradesh,kharif,Groundnut,579.75,10.0,12.0,1.2
uttar pradesh,kharif,Jowar,579.75,9429.0,8848.0,0.9383815887156645
uttar pradesh,kharif,Maize,579.75,5213.0,4827.0,0.9259543449069634
uttar pradesh,kharif,Moong(Green Gram),579.75,65.0,18.0,0.27692307692307694
uttar pradesh,kharif,Rice,579.75,159882.0,340777.0,2.1314281782814826
uttar pradesh,kharif,Small millets,579.75,732.0,528.0,0.7213114754098361
uttar pradesh,kharif,Sunflower,579.75,307.0,400.0,1.3029315960912051
uttar pradesh,kharif,Urad,579.75,2870.0,1162.0,0.40487804878048783
uttar pradesh,rabi,Barley,75.32000000000001,2521.0,5904.0,2.3419278064260216
uttar pradesh,rabi,Gram,75.32000000000001,10908.0,9526.0,0.8733039970663733
uttar pradesh,rabi,Linseed,75.32000000000001,427.0,188.0,0.44028103044496486
uttar pradesh,rabi,Maize,75.32000000000001,229.0,332.0,1.4497816593886463
uttar pradesh,rabi,Ragi,75.32000000000001,97.0,164.0,1.690721649484536
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,3523.0,2148.0,0.6097076355378939
uttar pradesh,rabi,Wheat,75.32000000000001,163955.0,443276.0,2.7036442926412736
uttar pradesh,summer,Moong(Green Gram),34.81,1143.0,1048.0,0.9168853893263342
uttar pradesh,summer,Urad,34.81,6954.0,4791.0,0.688955996548749
uttar pradesh,whole year,Onion,689.88,639.0,9160.0,14.334898278560251
uttar pradesh,whole year,Peas & beans (Pulses),689.88,9797.0,9137.0,0.9326324385015821
uttar pradesh,whole year,Potato,689.88,6731.0,100003.0,14.857079185856485
uttar pradesh,whole year,Sugarcane,689.88,10266.0,409039.0,39.844048314825635
uttar pradesh,kharif,Arhar/Tur,579.75,8971.0,11568.0,1.289488351354364
uttar pradesh,kharif,Bajra,579.75,983.0,1070.0,1.088504577822991
uttar pradesh,kharif,Groundnut,579.75,2829.0,3856.0,1.3630258041710852
uttar pradesh,kharif,Jowar,579.75,10117.0,9346.0,0.9237916378373036
uttar pradesh,kharif,Maize,579.75,37719.0,48318.0,1.280998966038336
uttar pradesh,kharif,Moong(Green Gram),579.75,2140.0,625.0,0.29205607476635514
uttar pradesh,kharif,Rice,579.75,97663.0,146633.0,1.5014181419780266
uttar pradesh,kharif,Small millets,579.75,24.0,16.0,0.6666666666666666
uttar pradesh,kharif,Soyabean,579.75,18.0,14.0,0.7777777777777778
uttar pradesh,kharif,Sunflower,579.75,155.0,219.0,1.4129032258064516
uttar pradesh,kharif,Urad,579.75,7961.0,3503.0,0.440020097977641
uttar pradesh,rabi,Barley,75.32000000000001,5271.0,8532.0,1.6186681844052362
uttar pradesh,rabi,Gram,75.32000000000001,6021.0,5477.0,0.9096495598737752
uttar pradesh,rabi,Linseed,75.32000000000001,399.0,175.0,0.43859649122807015
uttar pradesh,rabi,Maize,75.32000000000001,211.0,306.0,1.4502369668246446
uttar pradesh,rabi,Ragi,75.32000000000001,3.0,5.0,1.6666666666666667
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,13770.0,11537.0,0.8378358750907771
uttar pradesh,rabi,Wheat,75.32000000000001,207814.0,518877.0,2.4968337070649715
uttar pradesh,summer,Moong(Green Gram),34.81,459.0,339.0,0.738562091503268
uttar pradesh,summer,Urad,34.81,2605.0,849.0,0.3259117082533589
uttar pradesh,whole year,Onion,689.88,449.0,6436.0,14.334075723830734
uttar pradesh,whole year,Peas & beans (Pulses),689.88,1912.0,2371.0,1.2400627615062763
uttar pradesh,whole year,Potato,689.88,7104.0,129961.0,18.294059684684683
uttar pradesh,whole year,Sugarcane,689.88,2104.0,84011.0,39.9291825095057
uttar pradesh,kharif,Arhar/Tur,579.75,5750.0,8187.0,1.4238260869565218
uttar pradesh,kharif,Bajra,579.75,5255.0,5012.0,0.9537583254043768
uttar pradesh,kharif,Jowar,579.75,2899.0,2527.0,0.8716798896171093
uttar pradesh,kharif,Maize,579.75,5932.0,6788.0,1.1443020903573837
uttar pradesh,kharif,Moong(Green Gram),579.75,495.0,231.0,0.4666666666666667
uttar pradesh,kharif,Rice,579.75,50073.0,136151.0,2.719050186727378
uttar pradesh,kharif,Urad,579.75,2277.0,856.0,0.3759332454984629
uttar pradesh,rabi,Barley,75.32000000000001,258.0,439.0,1.7015503875968991
uttar pradesh,rabi,Gram,75.32000000000001,2963.0,2961.0,0.9993250084373946
uttar pradesh,rabi,Rapeseed &Mustard,75.32000000000001,676.0,522.0,0.772189349112426
uttar pradesh,rabi,Wheat,75.32000000000001,68652.0,185859.0,2.7072627163083376
uttar pradesh,summer,Moong(Green Gram),34.81,16.0,12.0,0.75
uttar pradesh,summer,Urad,34.81,1.0,1.0,1.0
uttar pradesh,whole year,Onion,689.88,476.0,6015.0,12.63655462184874
uttar pradesh,whole year,Peas & beans (Pulses),689.88,2198.0,2279.0,1.0368516833484986
uttar pradesh,whole year,Potato,689.88,4597.0,104967.0,22.83380465520992
uttar pradesh,whole year,Sugarcane,689.88,8720.0,350928.0,40.24403669724771
west bengal,kharif,Dry chillies,1166.9399999999998,1054.0,1067.0,1.0123339658444024
west bengal,kharif,Rice,1166.9399999999998,25760.0,60990.0,2.3676242236024843
west bengal,kharif,Sesamum,1166.9399999999998,10.0,3.0,0.3
west bengal,kharif,Arhar/Tur,1166.9399999999998,74.0,90.0,1.2162162162162162
west bengal,kharif,Dry ginger,1166.9399999999998,256.0,358.0,1.3984375
west bengal,kharif,Groundnut,1166.9399999999998,17.0,37.0,2.176470588235294
west bengal,kharif,Jute,1166.9399999999998,57060.0,790480.0,13.853487556957589
west bengal,kharif,Mesta,1166.9399999999998,637.0,7530.0,11.821036106750393
west bengal,kharif,Sunflower,1166.9399999999998,7.0,9.0,1.2857142857142858
west bengal,kharif,Urad,1166.9399999999998,3317.0,2531.0,0.7630388905637624
west bengal,rabi,Dry chillies,152.54000000000002,2722.0,4181.0,1.5360029390154297
west bengal,rabi,Gram,152.54000000000002,909.0,727.0,0.7997799779977998
west bengal,rabi,Khesari,152.54000000000002,84.0,71.0,0.8452380952380952
west bengal,rabi,Masoor,152.54000000000002,4520.0,2201.0,0.48694690265486723
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,496.0,465.0,0.9375
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,35859.0,30606.0,0.8535095791851418
west bengal,rabi,Wheat,152.54000000000002,7672.0,16278.0,2.1217413972888424
west bengal,summer,Groundnut,182.5,2441.0,3910.0,1.6018025399426465
west bengal,summer,Moong(Green Gram),182.5,109.0,30.0,0.27522935779816515
west bengal,summer,Rice,182.5,112461.0,345460.0,3.071820453312704
west bengal,summer,Sesamum,182.5,3766.0,3280.0,0.8709506107275624
west bengal,whole year,Arecanut,1501.98,1410.0,2280.0,1.6170212765957446
west bengal,whole year,Sugarcane,1501.98,1003.0,59461.0,59.28315054835493
west bengal,whole year,Turmeric,1501.98,864.0,2243.0,2.596064814814815
west bengal,rabi,Potato,152.54000000000002,7554.0,159827.0,21.157929573735768
west bengal,rabi,Rice,152.54000000000002,192944.0,423850.0,2.1967513890040635
west bengal,kharif,Dry chillies,1166.9399999999998,669.0,268.0,0.40059790732436473
west bengal,kharif,Rice,1166.9399999999998,5314.0,10920.0,2.0549491908167106
west bengal,kharif,Cotton(lint),1166.9399999999998,750.0,2040.0,2.72
west bengal,kharif,Dry ginger,1166.9399999999998,134.0,450.0,3.3582089552238807
west bengal,kharif,Jute,1166.9399999999998,538.0,7650.0,14.219330855018587
west bengal,kharif,Moong(Green Gram),1166.9399999999998,80.0,56.0,0.7
west bengal,kharif,Sunflower,1166.9399999999998,130.0,79.0,0.6076923076923076
west bengal,kharif,Urad,1166.9399999999998,7.0,5.0,0.7142857142857143
west bengal,rabi,Dry chillies,152.54000000000002,15997.0,6399.0,0.40001250234418956
west bengal,rabi,Gram,152.54000000000002,7.0,6.0,0.8571428571428571
west bengal,rabi,Khesari,152.54000000000002,3214.0,2951.0,0.9181705040448039
west bengal,rabi,Masoor,152.54000000000002,1157.0,468.0,0.4044943820224719
west bengal,rabi,Moong(Green Gram),152.54000000000002,300.0,330.0,1.1
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,729.0,684.0,0.9382716049382716
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,3143.0,2793.0,0.888641425389755
west bengal,rabi,Urad,152.54000000000002,400.0,300.0,0.75
west bengal,rabi,Wheat,152.54000000000002,2093.0,2841.0,1.3573817486860966
west bengal,summer,Groundnut,182.5,30.0,28.0,0.9333333333333333
west bengal,summer,Moong(Green Gram),182.5,1723.0,500.0,0.2901915264074289
west bengal,summer,Rice,182.5,76997.0,216290.0,2.809070483265582
west bengal,summer,Sesamum,182.5,2612.0,2630.0,1.0068912710566615
west bengal,whole year,Sugarcane,1501.98,28.0,1660.0,59.285714285714285
west bengal,whole year,Turmeric,1501.98,389.0,214.0,0.5501285347043702
west bengal,rabi,Potato,152.54000000000002,5432.0,92946.0,17.11082474226804
west bengal,rabi,Rice,152.54000000000002,373726.0,705620.0,1.8880677287638536
west bengal,kharif,Dry chillies,1166.9399999999998,697.0,443.0,0.6355810616929699
west bengal,kharif,Rice,1166.9399999999998,33206.0,76320.0,2.2983798108775524
west bengal,kharif,Sannhamp,1166.9399999999998,383.0,2807.0,7.328981723237598
west bengal,kharif,Sesamum,1166.9399999999998,140.0,68.0,0.4857142857142857
west bengal,kharif,Arhar/Tur,1166.9399999999998,60.0,37.0,0.6166666666666667
west bengal,kharif,Bajra,1166.9399999999998,86.0,42.0,0.4883720930232558
west bengal,kharif,Dry ginger,1166.9399999999998,154.0,72.0,0.4675324675324675
west bengal,kharif,Groundnut,1166.9399999999998,2292.0,1549.0,0.6758289703315882
west bengal,kharif,Jowar,1166.9399999999998,98.0,50.0,0.5102040816326531
west bengal,kharif,Jute,1166.9399999999998,273.0,5170.0,18.937728937728938
west bengal,kharif,Maize,1166.9399999999998,341.0,530.0,1.5542521994134897
west bengal,kharif,Mesta,1166.9399999999998,32.0,310.0,9.6875
west bengal,kharif,Moong(Green Gram),1166.9399999999998,92.0,54.0,0.5869565217391305
west bengal,kharif,Niger seed,1166.9399999999998,25.0,5.0,0.2
west bengal,kharif,Other Kharif pulses,1166.9399999999998,103.0,57.0,0.5533980582524272
west bengal,kharif,Small millets,1166.9399999999998,580.0,378.0,0.6517241379310345
west bengal,kharif,Soyabean,1166.9399999999998,56.0,31.0,0.5535714285714286
west bengal,kharif,Urad,1166.9399999999998,348.0,192.0,0.5517241379310345
west bengal,rabi,Dry chillies,152.54000000000002,841.0,920.0,1.093935790725327
west bengal,rabi,Gram,152.54000000000002,21.0,21.0,1.0
west bengal,rabi,Horse-gram,152.54000000000002,107.0,41.0,0.38317757009345793
west bengal,rabi,Khesari,152.54000000000002,22.0,26.0,1.1818181818181819
west bengal,rabi,Linseed,152.54000000000002,233.0,28.0,0.12017167381974249
west bengal,rabi,Masoor,152.54000000000002,349.0,211.0,0.6045845272206304
west bengal,rabi,Moong(Green Gram),152.54000000000002,29.0,15.0,0.5172413793103449
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,11414.0,6736.0,0.5901524443665673
west bengal,rabi,Urad,152.54000000000002,10.0,5.0,0.5
west bengal,rabi,Wheat,152.54000000000002,5576.0,11969.0,2.1465208034433285
west bengal,summer,Groundnut,182.5,11.0,7.0,0.6363636363636364
west bengal,summer,Moong(Green Gram),182.5,1.0,8.0,8.0
west bengal,summer,Rice,182.5,46486.0,126610.0,2.723615712257454
west bengal,summer,Sesamum,182.5,12286.0,7840.0,0.6381246947745401
west bengal,whole year,Arecanut,1501.98,4.0,8.0,2.0
west bengal,whole year,Sugarcane,1501.98,297.0,28838.0,97.0976430976431
west bengal,whole year,Tobacco,1501.98,36.0,8.0,0.2222222222222222
west bengal,whole year,Turmeric,1501.98,262.0,52.0,0.1984732824427481
west bengal,rabi,Potato,152.54000000000002,25994.0,637808.0,24.536739247518657
west bengal,rabi,Rice,152.54000000000002,332424.0,794130.0,2.388906938127211
west bengal,rabi,Sesamum,152.54000000000002,1336.0,816.0,0.6107784431137725
west bengal,kharif,Dry chillies,1166.9399999999998,490.0,389.0,0.7938775510204081
west bengal,kharif,Rice,1166.9399999999998,35163.0,84840.0,2.4127634160907774
west bengal,kharif,Sannhamp,1166.9399999999998,108.0,594.0,5.5
west bengal,kharif,Arhar/Tur,1166.9399999999998,127.0,78.0,0.6141732283464567
west bengal,kharif,Dry ginger,1166.9399999999998,123.0,161.0,1.3089430894308942
west bengal,kharif,Groundnut,1166.9399999999998,108.0,162.0,1.5
west bengal,kharif,Jute,1166.9399999999998,15022.0,242450.0,16.139661829317003
west bengal,kharif,Maize,1166.9399999999998,439.0,680.0,1.5489749430523918
west bengal,kharif,Mesta,1166.9399999999998,316.0,3060.0,9.683544303797468
west bengal,kharif,Moong(Green Gram),1166.9399999999998,8.0,6.0,0.75
west bengal,kharif,Soyabean,1166.9399999999998,25.0,17.0,0.68
west bengal,kharif,Urad,1166.9399999999998,2249.0,1243.0,0.552690084481992
west bengal,rabi,Dry chillies,152.54000000000002,1263.0,1581.0,1.2517814726840855
west bengal,rabi,Gram,152.54000000000002,1058.0,884.0,0.8355387523629489
west bengal,rabi,Groundnut,152.54000000000002,962.0,1472.0,1.5301455301455302
west bengal,rabi,Horse-gram,152.54000000000002,11.0,5.0,0.45454545454545453
west bengal,rabi,Khesari,152.54000000000002,357.0,415.0,1.1624649859943978
west bengal,rabi,Linseed,152.54000000000002,186.0,48.0,0.25806451612903225
west bengal,rabi,Masoor,152.54000000000002,1023.0,839.0,0.820136852394917
west bengal,rabi,Moong(Green Gram),152.54000000000002,20.0,12.0,0.6
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,118.0,110.0,0.9322033898305084
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,34280.0,30527.0,0.8905192532088682
west bengal,rabi,Safflower,152.54000000000002,20.0,6.0,0.3
west bengal,rabi,Sannhamp,152.54000000000002,10.0,46.0,4.6
west bengal,rabi,Urad,152.54000000000002,15.0,9.0,0.6
west bengal,rabi,Wheat,152.54000000000002,2318.0,5209.0,2.247195858498706
west bengal,summer,Groundnut,182.5,421.0,627.0,1.489311163895487
west bengal,summer,Moong(Green Gram),182.5,537.0,440.0,0.819366852886406
west bengal,summer,Rice,182.5,228995.0,773640.0,3.378414375859735
west bengal,summer,Sesamum,182.5,5163.0,3100.0,0.600426108851443
west bengal,whole year,Arecanut,1501.98,108.0,320.0,2.962962962962963
west bengal,whole year,Sugarcane,1501.98,923.0,59976.0,64.97941495124594
west bengal,whole year,Turmeric,1501.98,201.0,211.0,1.0497512437810945
west bengal,rabi,Potato,152.54000000000002,45192.0,1242083.0,27.484576916268367
west bengal,rabi,Rice,152.54000000000002,414208.0,1000580.0,2.415646245364648
west bengal,kharif,Dry chillies,1166.9399999999998,228.0,114.0,0.5
west bengal,kharif,Rice,1166.9399999999998,9372.0,20880.0,2.2279129321382842
west bengal,kharif,Sannhamp,1166.9399999999998,220.0,1034.0,4.7
west bengal,kharif,Arhar/Tur,1166.9399999999998,75.0,46.0,0.6133333333333333
west bengal,kharif,Dry ginger,1166.9399999999998,263.0,526.0,2.0
west bengal,kharif,Groundnut,1166.9399999999998,62.0,62.0,1.0
west bengal,kharif,Jowar,1166.9399999999998,180.0,117.0,0.65
west bengal,kharif,Jute,1166.9399999999998,234.0,4440.0,18.974358974358974
west bengal,kharif,Maize,1166.9399999999998,40.0,60.0,1.5
west bengal,kharif,Mesta,1166.9399999999998,6.0,60.0,10.0
west bengal,kharif,Moong(Green Gram),1166.9399999999998,13.0,7.0,0.5384615384615384
west bengal,kharif,Other Kharif pulses,1166.9399999999998,15.0,11.0,0.7333333333333333
west bengal,kharif,Soyabean,1166.9399999999998,78.0,36.0,0.46153846153846156
west bengal,kharif,Urad,1166.9399999999998,155.0,86.0,0.5548387096774193
west bengal,rabi,Barley,152.54000000000002,104.0,83.0,0.7980769230769231
west bengal,rabi,Dry chillies,152.54000000000002,265.0,663.0,2.5018867924528303
west bengal,rabi,Gram,152.54000000000002,4897.0,5124.0,1.046354911170104
west bengal,rabi,Horse-gram,152.54000000000002,149.0,76.0,0.5100671140939598
west bengal,rabi,Khesari,152.54000000000002,1521.0,1767.0,1.1617357001972386
west bengal,rabi,Linseed,152.54000000000002,379.0,98.0,0.25857519788918204
west bengal,rabi,Masoor,152.54000000000002,3478.0,3012.0,0.8660149511213341
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,163.0,153.0,0.9386503067484663
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,27935.0,26940.0,0.9643816001431895
west bengal,rabi,Safflower,152.54000000000002,26.0,8.0,0.3076923076923077
west bengal,rabi,Wheat,152.54000000000002,20778.0,57064.0,2.7463663490230052
west bengal,summer,Groundnut,182.5,36.0,25.0,0.6944444444444444
west bengal,summer,Moong(Green Gram),182.5,103.0,90.0,0.8737864077669902
west bengal,summer,Rice,182.5,77587.0,238310.0,3.071519713354041
west bengal,summer,Sesamum,182.5,1346.0,570.0,0.4234769687964339
west bengal,whole year,Arecanut,1501.98,14.0,15.0,1.0714285714285714
west bengal,whole year,Sugarcane,1501.98,814.0,79038.0,97.0982800982801
west bengal,whole year,Turmeric,1501.98,185.0,187.0,1.0108108108108107
west bengal,rabi,Potato,152.54000000000002,14164.0,329863.0,23.288830838746115
west bengal,rabi,Rice,152.54000000000002,307150.0,783310.0,2.550252319713495
west bengal,rabi,Sesamum,152.54000000000002,20.0,9.0,0.45
west bengal,kharif,Dry chillies,1166.9399999999998,1500.0,1125.0,0.75
west bengal,kharif,Rice,1166.9399999999998,33848.0,53380.0,1.5770503427085796
west bengal,kharif,Sesamum,1166.9399999999998,85.0,34.0,0.4
west bengal,kharif,Arhar/Tur,1166.9399999999998,4.0,3.0,0.75
west bengal,kharif,Jute,1166.9399999999998,81093.0,710250.0,8.758462506011616
west bengal,kharif,Maize,1166.9399999999998,3.0,10.0,3.3333333333333335
west bengal,kharif,Mesta,1166.9399999999998,1462.0,11840.0,8.098495212038303
west bengal,kharif,Niger seed,1166.9399999999998,3248.0,1949.0,0.6000615763546798
west bengal,kharif,Ragi,1166.9399999999998,10.0,3.0,0.3
west bengal,kharif,Small millets,1166.9399999999998,730.0,511.0,0.7
west bengal,kharif,Urad,1166.9399999999998,735.0,291.0,0.39591836734693875
west bengal,rabi,Dry chillies,152.54000000000002,3500.0,4288.0,1.225142857142857
west bengal,rabi,Khesari,152.54000000000002,2590.0,2531.0,0.9772200772200772
west bengal,rabi,Linseed,152.54000000000002,2723.0,768.0,0.28204186558942346
west bengal,rabi,Masoor,152.54000000000002,801.0,547.0,0.682896379525593
west bengal,rabi,Moong(Green Gram),152.54000000000002,225.0,113.0,0.5022222222222222
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,4.0,4.0,1.0
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,7620.0,6238.0,0.8186351706036745
west bengal,rabi,Urad,152.54000000000002,4100.0,2460.0,0.6
west bengal,rabi,Wheat,152.54000000000002,16085.0,33602.0,2.0890270438296548
west bengal,summer,Moong(Green Gram),182.5,375.0,50.0,0.13333333333333333
west bengal,summer,Rice,182.5,29461.0,80980.0,2.7487186449882897
west bengal,summer,Sesamum,182.5,264.0,120.0,0.45454545454545453
west bengal,whole year,Arecanut,1501.98,950.0,2090.0,2.2
west bengal,whole year,Sugarcane,1501.98,8.0,620.0,77.5
west bengal,whole year,Tobacco,1501.98,8760.0,4380.0,0.5
west bengal,rabi,Potato,152.54000000000002,14272.0,336188.0,23.555773542600896
west bengal,rabi,Rice,152.54000000000002,228943.0,305410.0,1.3340001659801786
west bengal,rabi,Sesamum,152.54000000000002,25.0,25.0,1.0
west bengal,kharif,Dry chillies,1166.9399999999998,200.0,165.0,0.825
west bengal,kharif,Rice,1166.9399999999998,5213.0,7540.0,1.4463840399002494
west bengal,kharif,Sesamum,1166.9399999999998,20.0,6.0,0.3
west bengal,kharif,Dry ginger,1166.9399999999998,2049.0,5967.0,2.9121522693997073
west bengal,kharif,Jute,1166.9399999999998,2289.0,22470.0,9.81651376146789
west bengal,kharif,Maize,1166.9399999999998,19063.0,41720.0,2.1885327597964643
west bengal,kharif,Ragi,1166.9399999999998,11320.0,13543.0,1.1963780918727915
west bengal,kharif,Urad,1166.9399999999998,139.0,55.0,0.39568345323741005
west bengal,rabi,Dry chillies,152.54000000000002,220.0,184.0,0.8363636363636363
west bengal,rabi,Linseed,152.54000000000002,50.0,20.0,0.4
west bengal,rabi,Moong(Green Gram),152.54000000000002,25.0,15.0,0.6
west bengal,rabi,Peas & beans (Pulses),152.54000000000002,809.0,757.0,0.9357231149567367
west bengal,rabi,Rapeseed &Mustard,152.54000000000002,58.0,41.0,0.7068965517241379
west bengal,rabi,Urad,152.54000000000002,65.0,46.0,0.7076923076923077
west bengal,rabi,Wheat,152.54000000000002,2912.0,4560.0,1.565934065934066
west bengal,summer,Moong(Green Gram),182.5,160.0,20.0,0.125
west bengal,summer,Potato,182.5,2478.0,33214.0,13.403551251008878
west bengal,summer,Rice,182.5,392.0,1060.0,2.704081632653061
west bengal,summer,Sesamum,182.5,171.0,80.0,0.4678362573099415
west bengal,whole year,Arecanut,1501.98,259.0,537.0,2.0733590733590734
west bengal,rabi,Potato,152.54000000000002,4621.0,57279.0,12.395368967755896
west bengal,rabi,Rice,152.54000000000002,30056.0,42850.0,1.4256720787862656
west bengal,rabi,Sesamum,152.54000000000002,37.0,22.0,0.5945945945945946
west bengal,kharif,Dry chillies,1166.9399999999998,620.0,442.0,0.7129032258064516
west bengal,kharif,Rice,1166.9399999999998,9134.0,15710.0,1.7199474490913071
west bengal,kharif,Dry ginger,1166.9399999999998,274.0,358.0,1.3065693430656935
west bengal,kharif,Jute,1166.9399999999998,13620.0,124790.0,9.162261380323054
